team_abbreviation_away,team_abbreviation_home,wl_home,game_date,home_conf,away_conf,winning_conference
DEN,DET,L,2021-05-14T00:00:00Z,E,W,W
TOR,DAL,W,2021-05-14T00:00:00Z,W,E,W
BOS,MIN,L,2021-05-15T00:00:00Z,W,E,E
LAL,IND,L,2021-05-15T00:00:00Z,E,W,W
HOU,ATL,W,2021-05-16T00:00:00Z,E,W,E
CLE,MEM,W,2021-10-20T00:00:00Z,W,E,W
ORL,SAS,W,2021-10-20T00:00:00Z,W,E,W
PHI,NOP,L,2021-10-20T00:00:00Z,W,E,E
DAL,ATL,W,2021-10-21T00:00:00Z,E,W,E
NOP,CHI,W,2021-10-22T00:00:00Z,E,W,E
MIL,SAS,L,2021-10-23T00:00:00Z,W,E,E
DAL,TOR,L,2021-10-23T00:00:00Z,E,W,W
PHI,OKC,L,2021-10-24T00:00:00Z,W,E,E
BOS,HOU,L,2021-10-24T00:00:00Z,W,E,E
CLE,DEN,L,2021-10-25T00:00:00Z,W,E,E
CLE,LAC,L,2021-10-27T00:00:00Z,W,E,E
MIN,MIL,L,2021-10-27T00:00:00Z,E,W,W
ATL,NOP,L,2021-10-27T00:00:00Z,W,E,E
CLE,LAL,W,2021-10-29T00:00:00Z,W,E,W
CLE,PHX,W,2021-10-30T00:00:00Z,W,E,W
UTA,CHI,W,2021-10-30T00:00:00Z,E,W,E
SAS,MIL,L,2021-10-30T00:00:00Z,E,W,W
MIA,MEM,L,2021-10-30T00:00:00Z,W,E,E
NYK,NOP,L,2021-10-30T00:00:00Z,W,E,E
UTA,MIL,L,2021-10-31T00:00:00Z,E,W,W
POR,CHA,W,2021-10-31T00:00:00Z,E,W,E
POR,PHI,W,2021-11-01T00:00:00Z,E,W,E
SAS,IND,W,2021-11-01T00:00:00Z,E,W,E
ORL,MIN,L,2021-11-01T00:00:00Z,W,E,E
MIA,DAL,L,2021-11-02T00:00:00Z,W,E,E
CHA,GSW,W,2021-11-03T00:00:00Z,W,E,W
POR,CLE,W,2021-11-03T00:00:00Z,E,W,E
UTA,ATL,L,2021-11-04T00:00:00Z,E,W,W
SAS,ORL,L,2021-11-05T00:00:00Z,E,W,W
CHA,SAC,W,2021-11-05T00:00:00Z,W,E,W
MEM,WAS,W,2021-11-05T00:00:00Z,E,W,E
IND,POR,W,2021-11-05T00:00:00Z,W,E,W
ATL,PHX,W,2021-11-06T00:00:00Z,W,E,W
BOS,DAL,W,2021-11-06T00:00:00Z,W,E,W
UTA,MIA,W,2021-11-06T00:00:00Z,E,W,E
UTA,ORL,W,2021-11-07T00:00:00Z,E,W,E
CHA,LAC,W,2021-11-07T00:00:00Z,W,E,W
IND,SAC,L,2021-11-07T00:00:00Z,W,E,E
ATL,GSW,W,2021-11-08T00:00:00Z,W,E,W
CHA,LAL,W,2021-11-08T00:00:00Z,W,E,W
MIA,DEN,W,2021-11-08T00:00:00Z,W,E,W
ATL,UTA,W,2021-11-09T00:00:00Z,W,E,W
IND,DEN,W,2021-11-10T00:00:00Z,W,E,W
CHA,MEM,L,2021-11-10T00:00:00Z,W,E,E
MIA,LAL,W,2021-11-10T00:00:00Z,W,E,W
DAL,CHI,W,2021-11-10T00:00:00Z,E,W,E
DET,HOU,L,2021-11-10T00:00:00Z,W,E,E
IND,UTA,L,2021-11-11T00:00:00Z,W,E,E
MIA,LAC,W,2021-11-11T00:00:00Z,W,E,W
ATL,DEN,W,2021-11-12T00:00:00Z,W,E,W
CHI,GSW,W,2021-11-12T00:00:00Z,W,E,W
BKN,NOP,L,2021-11-12T00:00:00Z,W,E,E
MIA,UTA,L,2021-11-13T00:00:00Z,W,E,E
CHI,LAC,L,2021-11-14T00:00:00Z,W,E,E
BKN,OKC,L,2021-11-14T00:00:00Z,W,E,E
GSW,CHA,W,2021-11-14T00:00:00Z,E,W,E
NOP,WAS,W,2021-11-15T00:00:00Z,E,W,E
SAC,DET,L,2021-11-15T00:00:00Z,E,W,W
MIA,OKC,L,2021-11-15T00:00:00Z,W,E,E
TOR,POR,W,2021-11-15T00:00:00Z,W,E,W
CHI,LAL,L,2021-11-15T00:00:00Z,W,E,E
GSW,BKN,L,2021-11-16T00:00:00Z,E,W,W
PHI,UTA,W,2021-11-16T00:00:00Z,W,E,W
LAL,MIL,W,2021-11-17T00:00:00Z,E,W,E
CHI,POR,W,2021-11-17T00:00:00Z,W,E,W
NOP,MIA,W,2021-11-17T00:00:00Z,E,W,E
GSW,CLE,L,2021-11-18T00:00:00Z,E,W,W
PHI,DEN,L,2021-11-18T00:00:00Z,W,E,E
TOR,UTA,W,2021-11-18T00:00:00Z,W,E,W
OKC,MIL,W,2021-11-19T00:00:00Z,E,W,E
GSW,DET,L,2021-11-19T00:00:00Z,E,W,W
TOR,SAC,L,2021-11-19T00:00:00Z,W,E,E
LAL,BOS,W,2021-11-19T00:00:00Z,E,W,E
CHI,DEN,L,2021-11-19T00:00:00Z,W,E,E
OKC,BOS,W,2021-11-20T00:00:00Z,E,W,E
NOP,IND,W,2021-11-20T00:00:00Z,E,W,E
HOU,NYK,W,2021-11-20T00:00:00Z,E,W,E
PHI,POR,W,2021-11-20T00:00:00Z,W,E,W
LAL,DET,L,2021-11-21T00:00:00Z,E,W,W
TOR,GSW,W,2021-11-21T00:00:00Z,W,E,W
HOU,BOS,W,2021-11-22T00:00:00Z,E,W,E
PHI,SAC,L,2021-11-22T00:00:00Z,W,E,E
OKC,ATL,W,2021-11-22T00:00:00Z,E,W,E
LAL,NYK,W,2021-11-23T00:00:00Z,E,W,E
PHI,GSW,W,2021-11-24T00:00:00Z,W,E,W
PHX,CLE,L,2021-11-24T00:00:00Z,E,W,W
ATL,SAS,L,2021-11-24T00:00:00Z,W,E,E
TOR,MEM,L,2021-11-24T00:00:00Z,W,E,E
CHI,HOU,W,2021-11-24T00:00:00Z,W,E,W
WAS,NOP,W,2021-11-24T00:00:00Z,W,E,W
MIA,MIN,W,2021-11-24T00:00:00Z,W,E,W
LAL,IND,L,2021-11-24T00:00:00Z,E,W,W
MIL,DEN,L,2021-11-26T00:00:00Z,W,E,E
MIN,CHA,W,2021-11-26T00:00:00Z,E,W,E
WAS,OKC,L,2021-11-26T00:00:00Z,W,E,E
PHX,NYK,L,2021-11-26T00:00:00Z,E,W,W
BOS,SAS,W,2021-11-26T00:00:00Z,W,E,W
DET,LAC,W,2021-11-26T00:00:00Z,W,E,W
ATL,MEM,L,2021-11-26T00:00:00Z,W,E,E
WAS,DAL,L,2021-11-27T00:00:00Z,W,E,E
CHA,HOU,W,2021-11-27T00:00:00Z,W,E,W
MIN,PHI,L,2021-11-27T00:00:00Z,E,W,W
PHX,BKN,L,2021-11-27T00:00:00Z,E,W,W
DET,LAL,W,2021-11-28T00:00:00Z,W,E,W
DEN,MIA,L,2021-11-29T00:00:00Z,E,W,W
CLE,DAL,L,2021-11-29T00:00:00Z,W,E,E
WAS,SAS,W,2021-11-29T00:00:00Z,W,E,W
IND,MIN,W,2021-11-29T00:00:00Z,W,E,W
DET,POR,W,2021-11-30T00:00:00Z,W,E,W
MEM,TOR,L,2021-11-30T00:00:00Z,E,W,W
DEN,ORL,W,2021-12-01T00:00:00Z,E,W,E
MIN,WAS,W,2021-12-01T00:00:00Z,E,W,E
DET,PHX,W,2021-12-02T00:00:00Z,W,E,W
BOS,UTA,W,2021-12-03T00:00:00Z,W,E,W
MIN,BKN,W,2021-12-03T00:00:00Z,E,W,E
ORL,HOU,W,2021-12-03T00:00:00Z,W,E,W
DEN,NYK,L,2021-12-04T00:00:00Z,E,W,W
BOS,POR,L,2021-12-04T00:00:00Z,W,E,E
UTA,CLE,L,2021-12-05T00:00:00Z,E,W,W
MEM,MIA,L,2021-12-06T00:00:00Z,E,W,W
ATL,MIN,L,2021-12-06T00:00:00Z,W,E,E
OKC,DET,L,2021-12-06T00:00:00Z,E,W,W
DEN,CHI,W,2021-12-06T00:00:00Z,E,W,E
ORL,GSW,W,2021-12-06T00:00:00Z,W,E,W
BOS,LAL,W,2021-12-07T00:00:00Z,W,E,W
NYK,SAS,L,2021-12-07T00:00:00Z,W,E,E
BKN,DAL,L,2021-12-07T00:00:00Z,W,E,E
BKN,HOU,W,2021-12-08T00:00:00Z,W,E,W
OKC,TOR,L,2021-12-08T00:00:00Z,E,W,W
ORL,SAC,W,2021-12-08T00:00:00Z,W,E,W
BOS,LAC,W,2021-12-08T00:00:00Z,W,E,W
UTA,PHI,L,2021-12-09T00:00:00Z,E,W,W
MIL,HOU,L,2021-12-10T00:00:00Z,W,E,E
SAC,CHA,W,2021-12-10T00:00:00Z,E,W,E
DET,NOP,W,2021-12-10T00:00:00Z,W,E,W
BOS,PHX,W,2021-12-10T00:00:00Z,W,E,W
DAL,IND,W,2021-12-10T00:00:00Z,E,W,E
CLE,MIN,L,2021-12-10T00:00:00Z,W,E,E
ORL,LAC,W,2021-12-11T00:00:00Z,W,E,W
SAC,CLE,W,2021-12-11T00:00:00Z,E,W,E
UTA,WAS,L,2021-12-11T00:00:00Z,E,W,W
GSW,PHI,W,2021-12-11T00:00:00Z,E,W,E
ORL,LAL,W,2021-12-12T00:00:00Z,W,E,W
SAC,TOR,W,2021-12-13T00:00:00Z,E,W,E
HOU,ATL,L,2021-12-13T00:00:00Z,E,W,W
CHA,DAL,W,2021-12-13T00:00:00Z,W,E,W
PHI,MEM,W,2021-12-13T00:00:00Z,W,E,W
WAS,DEN,W,2021-12-13T00:00:00Z,W,E,W
GSW,IND,L,2021-12-13T00:00:00Z,E,W,W
GSW,NYK,L,2021-12-14T00:00:00Z,E,W,W
CHA,SAS,L,2021-12-15T00:00:00Z,W,E,E
WAS,SAC,W,2021-12-15T00:00:00Z,W,E,W
HOU,CLE,W,2021-12-15T00:00:00Z,E,W,E
NYK,HOU,L,2021-12-16T00:00:00Z,W,E,E
WAS,PHX,W,2021-12-16T00:00:00Z,W,E,W
CHA,POR,W,2021-12-17T00:00:00Z,W,E,W
MIL,NOP,W,2021-12-17T00:00:00Z,W,E,W
DEN,ATL,L,2021-12-17T00:00:00Z,E,W,W
GSW,BOS,L,2021-12-17T00:00:00Z,E,W,W
HOU,DET,L,2021-12-18T00:00:00Z,E,W,W
WAS,UTA,L,2021-12-18T00:00:00Z,W,E,E
GSW,TOR,W,2021-12-18T00:00:00Z,E,W,E
LAL,CHI,W,2021-12-19T00:00:00Z,E,W,E
CHA,PHX,W,2021-12-19T00:00:00Z,W,E,W
HOU,CHI,W,2021-12-20T00:00:00Z,E,W,E
CHA,UTA,W,2021-12-20T00:00:00Z,W,E,W
HOU,MIL,W,2021-12-22T00:00:00Z,E,W,E
CHA,DEN,L,2021-12-23T00:00:00Z,W,E,E
HOU,IND,W,2021-12-23T00:00:00Z,E,W,E
NOP,ORL,L,2021-12-23T00:00:00Z,E,W,W
MIL,DAL,L,2021-12-23T00:00:00Z,W,E,E
BKN,LAL,L,2021-12-25T00:00:00Z,W,E,E
DET,SAS,W,2021-12-26T00:00:00Z,W,E,W
HOU,CHA,W,2021-12-27T00:00:00Z,E,W,E
BKN,LAC,L,2021-12-27T00:00:00Z,W,E,E
BOS,MIN,W,2021-12-27T00:00:00Z,W,E,W
NYK,MIN,L,2021-12-28T00:00:00Z,W,E,E
CLE,NOP,W,2021-12-28T00:00:00Z,W,E,W
LAC,BOS,L,2021-12-29T00:00:00Z,E,W,W
MIA,HOU,L,2021-12-31T00:00:00Z,W,E,E
LAC,TOR,W,2021-12-31T00:00:00Z,E,W,E
NYK,OKC,W,2021-12-31T00:00:00Z,W,E,W
PHX,BOS,W,2021-12-31T00:00:00Z,E,W,E
NOP,MIL,W,2022-01-01T00:00:00Z,E,W,E
SAS,DET,W,2022-01-01T00:00:00Z,E,W,E
LAC,BKN,L,2022-01-01T00:00:00Z,E,W,W
PHX,CHA,L,2022-01-02T00:00:00Z,E,W,W
MIA,SAC,W,2022-01-02T00:00:00Z,W,E,W
HOU,PHI,W,2022-01-03T00:00:00Z,E,W,E
MEM,BKN,L,2022-01-03T00:00:00Z,E,W,W
ATL,POR,W,2022-01-03T00:00:00Z,W,E,W
MIA,GSW,W,2022-01-03T00:00:00Z,W,E,W
SAS,TOR,W,2022-01-04T00:00:00Z,E,W,E
MEM,CLE,L,2022-01-04T00:00:00Z,E,W,W
SAS,BOS,L,2022-01-05T00:00:00Z,E,W,W
ATL,SAC,L,2022-01-05T00:00:00Z,W,E,E
MIA,POR,L,2022-01-05T00:00:00Z,W,E,E
HOU,WAS,L,2022-01-05T00:00:00Z,E,W,W
DET,MEM,W,2022-01-06T00:00:00Z,W,E,W
ATL,LAL,W,2022-01-07T00:00:00Z,W,E,W
SAS,PHI,W,2022-01-07T00:00:00Z,E,W,E
CLE,POR,L,2022-01-07T00:00:00Z,W,E,E
UTA,TOR,W,2022-01-07T00:00:00Z,E,W,E
MIA,PHX,L,2022-01-08T00:00:00Z,W,E,E
UTA,IND,W,2022-01-08T00:00:00Z,E,W,E
NOP,TOR,W,2022-01-09T00:00:00Z,E,W,E
ATL,LAC,W,2022-01-09T00:00:00Z,W,E,W
CLE,GSW,W,2022-01-09T00:00:00Z,W,E,W
CHI,DAL,W,2022-01-09T00:00:00Z,W,E,W
SAS,BKN,W,2022-01-09T00:00:00Z,E,W,E
CLE,SAC,L,2022-01-10T00:00:00Z,W,E,E
BKN,POR,W,2022-01-10T00:00:00Z,W,E,W
SAS,NYK,W,2022-01-10T00:00:00Z,E,W,E
PHI,HOU,L,2022-01-10T00:00:00Z,W,E,E
UTA,DET,W,2022-01-10T00:00:00Z,E,W,E
PHX,TOR,L,2022-01-11T00:00:00Z,E,W,W
OKC,WAS,W,2022-01-11T00:00:00Z,E,W,E
DAL,NYK,W,2022-01-12T00:00:00Z,E,W,E
CLE,UTA,L,2022-01-12T00:00:00Z,W,E,E
GSW,MIL,W,2022-01-13T00:00:00Z,E,W,E
OKC,BKN,L,2022-01-13T00:00:00Z,E,W,W
CLE,SAS,L,2022-01-14T00:00:00Z,W,E,E
GSW,CHI,L,2022-01-14T00:00:00Z,E,W,W
PHX,IND,L,2022-01-14T00:00:00Z,E,W,W
POR,WAS,L,2022-01-15T00:00:00Z,E,W,W
NOP,BKN,W,2022-01-15T00:00:00Z,E,W,E
CLE,OKC,L,2022-01-15T00:00:00Z,W,E,E
ORL,DAL,W,2022-01-15T00:00:00Z,W,E,W
PHX,DET,L,2022-01-16T00:00:00Z,E,W,W
CHI,MEM,W,2022-01-17T00:00:00Z,W,E,W
IND,LAC,W,2022-01-17T00:00:00Z,W,E,W
NOP,BOS,W,2022-01-17T00:00:00Z,E,W,E
POR,ORL,L,2022-01-17T00:00:00Z,E,W,W
MIN,NYK,L,2022-01-18T00:00:00Z,E,W,W
DET,GSW,W,2022-01-18T00:00:00Z,W,E,W
POR,MIA,W,2022-01-19T00:00:00Z,E,W,E
IND,LAL,L,2022-01-19T00:00:00Z,W,E,E
DET,SAC,L,2022-01-19T00:00:00Z,W,E,E
TOR,DAL,W,2022-01-19T00:00:00Z,W,E,W
MEM,MIL,W,2022-01-19T00:00:00Z,E,W,E
MIN,ATL,W,2022-01-19T00:00:00Z,E,W,E
NOP,NYK,L,2022-01-20T00:00:00Z,E,W,W
IND,GSW,L,2022-01-20T00:00:00Z,W,E,E
DET,UTA,W,2022-01-21T00:00:00Z,W,E,W
LAC,PHI,L,2022-01-21T00:00:00Z,E,W,W
LAL,ORL,L,2022-01-21T00:00:00Z,E,W,W
POR,BOS,L,2022-01-21T00:00:00Z,E,W,W
OKC,CHA,W,2022-01-21T00:00:00Z,E,W,E
BKN,SAS,L,2022-01-21T00:00:00Z,W,E,E
OKC,CLE,W,2022-01-22T00:00:00Z,E,W,E
IND,PHX,W,2022-01-22T00:00:00Z,W,E,W
SAC,MIL,W,2022-01-22T00:00:00Z,E,W,E
PHI,SAS,L,2022-01-23T00:00:00Z,W,E,E
LAL,MIA,W,2022-01-23T00:00:00Z,E,W,E
POR,TOR,L,2022-01-23T00:00:00Z,E,W,W
DET,DEN,W,2022-01-23T00:00:00Z,W,E,W
LAC,NYK,W,2022-01-23T00:00:00Z,E,W,E
BKN,MIN,W,2022-01-23T00:00:00Z,W,E,W
IND,NOP,W,2022-01-24T00:00:00Z,W,E,W
CHI,OKC,L,2022-01-24T00:00:00Z,W,E,E
LAL,BKN,L,2022-01-25T00:00:00Z,E,W,W
NOP,PHI,W,2022-01-25T00:00:00Z,E,W,E
LAC,WAS,L,2022-01-25T00:00:00Z,E,W,W
SAC,BOS,W,2022-01-25T00:00:00Z,E,W,E
DEN,DET,L,2022-01-25T00:00:00Z,E,W,W
SAC,ATL,W,2022-01-26T00:00:00Z,E,W,E
DEN,BKN,L,2022-01-26T00:00:00Z,E,W,W
LAC,ORL,L,2022-01-26T00:00:00Z,E,W,W
LAL,PHI,W,2022-01-27T00:00:00Z,E,W,E
IND,OKC,L,2022-01-28T00:00:00Z,W,E,E
LAL,CHA,W,2022-01-28T00:00:00Z,E,W,E
LAC,MIA,W,2022-01-28T00:00:00Z,E,W,E
CHI,SAS,W,2022-01-28T00:00:00Z,W,E,W
SAC,PHI,W,2022-01-29T00:00:00Z,E,W,E
WAS,MEM,W,2022-01-29T00:00:00Z,W,E,W
IND,DAL,W,2022-01-29T00:00:00Z,W,E,W
BOS,NOP,L,2022-01-29T00:00:00Z,W,E,E
BKN,GSW,W,2022-01-29T00:00:00Z,W,E,W
POR,CHI,W,2022-01-30T00:00:00Z,E,W,E
LAL,ATL,W,2022-01-30T00:00:00Z,E,W,E
LAC,CHA,L,2022-01-30T00:00:00Z,E,W,W
DEN,MIL,L,2022-01-30T00:00:00Z,E,W,W
DAL,ORL,W,2022-01-30T00:00:00Z,E,W,E
NOP,CLE,W,2022-01-31T00:00:00Z,E,W,E
LAC,IND,W,2022-01-31T00:00:00Z,E,W,E
MEM,PHI,W,2022-01-31T00:00:00Z,E,W,E
SAC,NYK,W,2022-01-31T00:00:00Z,E,W,E
NOP,DET,L,2022-02-01T00:00:00Z,E,W,W
BKN,PHX,W,2022-02-01T00:00:00Z,W,E,W
MEM,NYK,L,2022-02-02T00:00:00Z,E,W,W
CLE,HOU,W,2022-02-02T00:00:00Z,W,E,W
BKN,SAC,W,2022-02-02T00:00:00Z,W,E,W
PHX,ATL,W,2022-02-03T00:00:00Z,E,W,E
MIA,SAS,L,2022-02-03T00:00:00Z,W,E,E
MIN,DET,L,2022-02-03T00:00:00Z,E,W,W
BKN,UTA,W,2022-02-04T00:00:00Z,W,E,W
PHI,DAL,W,2022-02-04T00:00:00Z,W,E,W
PHX,WAS,L,2022-02-05T00:00:00Z,E,W,W
MEM,ORL,L,2022-02-05T00:00:00Z,E,W,W
MIL,POR,L,2022-02-05T00:00:00Z,W,E,E
NYK,LAL,W,2022-02-05T00:00:00Z,W,E,W
DET,MIN,W,2022-02-06T00:00:00Z,W,E,W
ATL,DAL,W,2022-02-06T00:00:00Z,W,E,W
MIL,LAC,L,2022-02-06T00:00:00Z,W,E,E
BKN,DEN,W,2022-02-06T00:00:00Z,W,E,W
NYK,UTA,W,2022-02-07T00:00:00Z,W,E,W
PHX,CHI,L,2022-02-07T00:00:00Z,E,W,W
ORL,POR,L,2022-02-08T00:00:00Z,W,E,E
PHX,PHI,L,2022-02-08T00:00:00Z,E,W,W
MIL,LAL,L,2022-02-08T00:00:00Z,W,E,E
DET,DAL,W,2022-02-08T00:00:00Z,W,E,W
NYK,DEN,W,2022-02-08T00:00:00Z,W,E,W
TOR,OKC,L,2022-02-09T00:00:00Z,W,E,E
SAS,CLE,W,2022-02-09T00:00:00Z,E,W,E
MIA,NOP,L,2022-02-10T00:00:00Z,W,E,E
TOR,HOU,L,2022-02-10T00:00:00Z,W,E,E
MEM,DET,L,2022-02-10T00:00:00Z,E,W,W
NYK,GSW,L,2022-02-10T00:00:00Z,W,E,E
MIL,PHX,W,2022-02-10T00:00:00Z,W,E,W
ORL,UTA,W,2022-02-11T00:00:00Z,W,E,W
MIN,CHI,W,2022-02-11T00:00:00Z,E,W,E
DEN,BOS,W,2022-02-11T00:00:00Z,E,W,E
SAS,ATL,L,2022-02-11T00:00:00Z,E,W,W
OKC,PHI,W,2022-02-11T00:00:00Z,E,W,E
OKC,CHI,W,2022-02-12T00:00:00Z,E,W,E
ORL,PHX,W,2022-02-12T00:00:00Z,W,E,W
NYK,POR,W,2022-02-12T00:00:00Z,W,E,W
DEN,TOR,L,2022-02-12T00:00:00Z,E,W,W
MEM,CHA,L,2022-02-12T00:00:00Z,E,W,W
SAC,WAS,L,2022-02-12T00:00:00Z,E,W,W
MIN,IND,L,2022-02-13T00:00:00Z,E,W,W
ORL,DEN,W,2022-02-14T00:00:00Z,W,E,W
SAS,CHI,W,2022-02-14T00:00:00Z,E,W,E
TOR,NOP,W,2022-02-14T00:00:00Z,W,E,W
POR,MIL,L,2022-02-14T00:00:00Z,E,W,W
SAC,BKN,W,2022-02-14T00:00:00Z,E,W,E
OKC,NYK,L,2022-02-14T00:00:00Z,E,W,W
CHA,MIN,W,2022-02-15T00:00:00Z,W,E,W
DAL,MIA,L,2022-02-15T00:00:00Z,E,W,W
SAC,CHI,W,2022-02-16T00:00:00Z,E,W,E
TOR,MIN,L,2022-02-16T00:00:00Z,W,E,E
HOU,ORL,W,2022-02-25T00:00:00Z,E,W,E
SAS,WAS,L,2022-02-25T00:00:00Z,E,W,W
PHI,MIN,L,2022-02-25T00:00:00Z,W,E,E
OKC,IND,L,2022-02-25T00:00:00Z,E,W,W
SAS,MIA,W,2022-02-26T00:00:00Z,E,W,E
MEM,CHI,L,2022-02-26T00:00:00Z,E,W,W
MIN,CLE,L,2022-02-28T00:00:00Z,E,W,W
MEM,BOS,W,2022-03-03T00:00:00Z,E,W,E
NYK,PHX,W,2022-03-04T00:00:00Z,W,E,W
SAS,CHA,W,2022-03-05T00:00:00Z,E,W,E
ORL,MEM,W,2022-03-05T00:00:00Z,W,E,W
NYK,LAC,L,2022-03-06T00:00:00Z,W,E,E
PHX,MIL,W,2022-03-06T00:00:00Z,E,W,E
HOU,MIA,W,2022-03-07T00:00:00Z,E,W,E
NYK,SAC,L,2022-03-07T00:00:00Z,W,E,E
PHX,ORL,L,2022-03-08T00:00:00Z,E,W,W
MIL,OKC,L,2022-03-08T00:00:00Z,W,E,E
WAS,LAC,W,2022-03-09T00:00:00Z,W,E,W
ORL,NOP,L,2022-03-09T00:00:00Z,W,E,E
TOR,SAS,L,2022-03-09T00:00:00Z,W,E,E
PHX,MIA,L,2022-03-09T00:00:00Z,E,W,W
NYK,DAL,L,2022-03-09T00:00:00Z,W,E,E
NYK,MEM,W,2022-03-11T00:00:00Z,W,E,W
TOR,PHX,L,2022-03-11T00:00:00Z,W,E,E
CHA,NOP,L,2022-03-11T00:00:00Z,W,E,E
MIN,ORL,W,2022-03-11T00:00:00Z,E,W,E
WAS,LAL,W,2022-03-11T00:00:00Z,W,E,W
LAC,ATL,W,2022-03-11T00:00:00Z,E,W,E
TOR,DEN,L,2022-03-12T00:00:00Z,W,E,E
WAS,POR,W,2022-03-12T00:00:00Z,W,E,W
MIL,GSW,W,2022-03-12T00:00:00Z,W,E,W
MIN,MIA,L,2022-03-12T00:00:00Z,E,W,W
IND,SAS,L,2022-03-12T00:00:00Z,W,E,E
LAC,DET,L,2022-03-13T00:00:00Z,E,W,W
DAL,BOS,L,2022-03-13T00:00:00Z,E,W,W
POR,ATL,W,2022-03-14T00:00:00Z,E,W,E
DEN,PHI,L,2022-03-14T00:00:00Z,E,W,W
TOR,LAL,L,2022-03-14T00:00:00Z,W,E,E
CHA,OKC,L,2022-03-14T00:00:00Z,W,E,E
MIL,UTA,L,2022-03-14T00:00:00Z,W,E,E
CHI,SAC,W,2022-03-14T00:00:00Z,W,E,W
LAC,CLE,W,2022-03-14T00:00:00Z,E,W,E
WAS,GSW,W,2022-03-14T00:00:00Z,W,E,W
MEM,IND,L,2022-03-15T00:00:00Z,E,W,W
DEN,WAS,L,2022-03-16T00:00:00Z,E,W,W
POR,NYK,W,2022-03-16T00:00:00Z,E,W,E
MIL,SAC,L,2022-03-16T00:00:00Z,W,E,E
DAL,BKN,L,2022-03-16T00:00:00Z,E,W,W
TOR,LAC,L,2022-03-16T00:00:00Z,W,E,E
CHI,UTA,W,2022-03-16T00:00:00Z,W,E,W
BOS,GSW,L,2022-03-16T00:00:00Z,W,E,E
MEM,ATL,W,2022-03-18T00:00:00Z,E,W,E
POR,BKN,W,2022-03-18T00:00:00Z,E,W,E
DAL,PHI,W,2022-03-18T00:00:00Z,E,W,E
LAL,TOR,L,2022-03-18T00:00:00Z,E,W,W
OKC,MIA,W,2022-03-18T00:00:00Z,E,W,E
IND,HOU,L,2022-03-18T00:00:00Z,W,E,E
BOS,SAC,L,2022-03-18T00:00:00Z,W,E,E
CHI,PHX,W,2022-03-18T00:00:00Z,W,E,W
DEN,CLE,W,2022-03-18T00:00:00Z,E,W,E
DAL,CHA,W,2022-03-19T00:00:00Z,E,W,E
LAL,WAS,W,2022-03-19T00:00:00Z,E,W,E
MIL,MIN,W,2022-03-19T00:00:00Z,W,E,W
NOP,ATL,L,2022-03-20T00:00:00Z,E,W,W
UTA,NYK,L,2022-03-20T00:00:00Z,E,W,W
OKC,ORL,W,2022-03-20T00:00:00Z,E,W,E
BOS,DEN,L,2022-03-20T00:00:00Z,W,E,E
POR,IND,W,2022-03-20T00:00:00Z,E,W,E
LAL,CLE,L,2022-03-21T00:00:00Z,E,W,W
POR,DET,L,2022-03-21T00:00:00Z,E,W,W
BOS,OKC,L,2022-03-21T00:00:00Z,W,E,E
UTA,BKN,W,2022-03-21T00:00:00Z,E,W,E
WAS,HOU,W,2022-03-21T00:00:00Z,W,E,W
NOP,CHA,W,2022-03-21T00:00:00Z,E,W,E
GSW,ORL,W,2022-03-22T00:00:00Z,E,W,E
ORL,OKC,W,2022-03-23T00:00:00Z,W,E,W
GSW,MIA,L,2022-03-23T00:00:00Z,E,W,W
BKN,MEM,W,2022-03-23T00:00:00Z,W,E,W
UTA,BOS,W,2022-03-23T00:00:00Z,E,W,E
SAC,IND,L,2022-03-23T00:00:00Z,E,W,W
PHI,LAL,L,2022-03-23T00:00:00Z,W,E,E
CHI,NOP,W,2022-03-24T00:00:00Z,W,E,W
IND,MEM,W,2022-03-24T00:00:00Z,W,E,W
GSW,ATL,W,2022-03-25T00:00:00Z,E,W,E
UTA,CHA,W,2022-03-25T00:00:00Z,E,W,E
PHI,LAC,L,2022-03-25T00:00:00Z,W,E,E
MIL,MEM,W,2022-03-26T00:00:00Z,W,E,W
SAC,ORL,L,2022-03-26T00:00:00Z,E,W,W
GSW,WAS,W,2022-03-27T00:00:00Z,E,W,E
MIN,BOS,W,2022-03-27T00:00:00Z,E,W,E
PHI,PHX,W,2022-03-27T00:00:00Z,W,E,W
DEN,CHA,L,2022-03-28T00:00:00Z,E,W,W
SAC,MIA,W,2022-03-28T00:00:00Z,E,W,E
DEN,IND,L,2022-03-30T00:00:00Z,E,W,W
DAL,CLE,L,2022-03-30T00:00:00Z,E,W,W
ATL,OKC,L,2022-03-30T00:00:00Z,W,E,E
MIN,TOR,W,2022-03-30T00:00:00Z,E,W,E
LAC,CHI,W,2022-03-31T00:00:00Z,E,W,E
DET,OKC,L,2022-04-01T00:00:00Z,W,E,E
LAC,MIL,L,2022-04-01T00:00:00Z,E,W,W
DAL,WAS,W,2022-04-01T00:00:00Z,E,W,E
DAL,MIL,L,2022-04-03T00:00:00Z,E,W,W
HOU,BKN,W,2022-04-05T00:00:00Z,E,W,E
WAS,MIN,L,2022-04-05T00:00:00Z,W,E,E
DAL,DET,L,2022-04-06T00:00:00Z,E,W,W
HOU,TOR,W,2022-04-08T00:00:00Z,E,W,E
BOS,MEM,L,2022-04-10T00:00:00Z,W,E,E
